C_time,R_time,ET1,ET2,ET3,norm_E1,norm_E2,norm_E3,norm_E4,norm_E5,norm_E6,norm_E7,norm_E8,norm_E9,norm_E10,norm_E11,norm_E12,norm_E13,norm_E14,norm_E15,norm_E16,norm_E17,norm_E18,norm_E19,norm_E20,norm_E21,norm_E22,norm_E23,norm_E24,norm_E25,norm_E26,norm_E27,norm_E28,norm_E29,norm_E30,norm_E31,norm_E32,RK_t1,RK_t2,RK_t3,RK_t4,RK_t5,RK_t6,RK_t7,RK_t8,RK_t9,RK_t10,RK_t11,RK_t12,RK_t13,RK_t14,RK_t15,RK_t16,RK_t17,RK_t18,RK_t19,RK_t20,RK_t21,RK_t22,RK_t23,RK_t24,RK_t25,RK_t26,RK_t27,RK_t28,RK_t29,RK_t30,RK_t31,RK_t32
12030,0.183131,0.00324244,0.00412684,0.0302274,0.0416151,0.0529658,0.387954,0.0868893,0.127945,0.0769156,0.0433773,0.0139263,0.0525153,0.0111738,0.00516212,0.0325974,0.00450858,0.0081818,0.000370421,0.00512277,0.00220549,0.00880979,0.00299449,0.0059397,0.00465131,0.00337462,0.00586764,0.00376637,0.00265101,0.00253161,0.00214742,0.00139989,0.00145426,0.000627278,0.000358867,0,0.183132,0.183226,0.183009,0.183168,0.182973,0.18283,0.182718,0.182758,0.182795,0.182843,0.182842,0.182907,0.182927,0.18296,0.18296,0.18298,0.182989,0.183017,0.183029,0.183049,0.183065,0.183076,0.183092,0.183102,0.18311,0.183117,0.183122,0.183126,0.183129,0.183131,0.183131,0.183131
12035,0.208434,0.0032444,0.00451496,0.0301959,0.0414754,0.0577179,0.386016,0.0928028,0.129008,0.0699049,0.0477476,0.0164126,0.0264731,0.00525882,0.0055306,0.0162568,0.00615002,0.000819937,0.0120526,0.00350289,0.0133035,0.00878009,0.00756948,0.00996365,0.00629184,0.00548756,0.00765154,0.006231,0.00467861,0.00375369,0.00362235,0.0022882,0.00201795,0.000855592,0.000375087,0,0.208434,0.208413,0.208648,0.20861,0.208739,0.208844,0.208951,0.208883,0.208939,0.208909,0.208904,0.208882,0.208852,0.208834,0.208781,0.208753,0.208702,0.208667,0.208631,0.208594,0.208565,0.20854,0.208515,0.208493,0.208476,0.208462,0.208451,0.208444,0.208438,0.208435,0.208434,0.208434
12040,0.184102,0.00332051,0.0045061,0.030848,0.0438331,0.0594837,0.407216,0.0859206,0.150832,0.0889131,0.0390924,0.00683004,0.0361832,0.0013974,0.00529706,0.0234013,0.00230657,0.00861176,0.0082104,0.00244984,0.00455304,0.00141571,0.0032722,0.00423563,0.00201437,0.00262442,0.00301673,0.00174788,0.00178403,0.00163316,0.00133673,0.00118996,0.000635192,0.000483452,7.90882e-005,0,0.184102,0.183984,0.184266,0.184138,0.184158,0.18407,0.183978,0.184009,0.183924,0.183902,0.18393,0.183921,0.183934,0.183968,0.183986,0.183998,0.184014,0.184021,0.184035,0.18405,0.184058,0.184067,0.184076,0.184082,0.184087,0.184092,0.184096,0.184099,0.184101,0.184102,0.184102,0.184102
12045,0.116693,0.00329747,0.00451789,0.0318974,0.0428876,0.0587607,0.414865,0.0841342,0.145817,0.093012,0.0462025,0.00537468,0.0449829,0.00591856,0.00195715,0.0132855,0.00303352,0.00774011,0.00826693,0.000637586,0.00251896,0.000313704,0.0021209,0.0023731,0.00290243,0.00166873,0.00249183,0.00204805,0.00236674,0.00152587,0.000833825,0.00068614,0.000730272,0.000278435,0.000264861,0,0.116693,0.116573,0.116408,0.116539,0.116383,0.116424,0.116513,0.116517,0.116535,0.116546,0.116555,0.11651,0.116524,0.116558,0.116589,0.11659,0.116605,0.116608,0.11662,0.116631,0.116644,0.116652,0.116662,0.11667,0.116678,0.116683,0.116687,0.116689,0.116691,0.116692,0.116693,0.116693
12050,0.0228492,0.00335601,0.00478373,0.0311308,0.0451377,0.0643402,0.418703,0.0917051,0.160035,0.102156,0.0370519,0.00223207,0.0430552,0.00233671,0.000984303,0.0150111,0.00277017,0.00362063,0.00298114,0.000577404,0.000809117,0.00192764,0.00045877,0.00017372,0.000290068,0.00160976,0.000245064,0.000593192,0.000109807,0.000449265,0.000265533,0.000233401,0.000109766,2.49675e-005,2.4903e-006,0,0.0228492,0.0228284,0.0225017,0.0225432,0.0227557,0.0227572,0.0226972,0.0226889,0.0227826,0.0228049,0.0227907,0.0227337,0.0227482,0.0227725,0.0227943,0.0227918,0.0228009,0.0228095,0.0228154,0.0228187,0.0228227,0.0228326,0.022836,0.0228411,0.0228424,0.0228439,0.0228461,0.022848,0.0228489,0.0228492,0.0228492,0.0228492
12055,-0.0769239,0.00337696,0.00504701,0.0308838,0.044873,0.0670647,0.410384,0.0894066,0.158998,0.099363,0.0394969,0.00380152,0.0379856,0.00113926,0.00221961,0.0182914,0.00425317,0.00521498,0.00319637,0.00129988,0.00239557,0.00399766,0.00043012,0.00103852,0.00117752,0.000118742,0.000749901,0.000451181,0.00106625,0.000681966,0.000232627,0.000225358,0.000108505,0.000120584,0.000217719,0,-0.0769238,-0.0768217,-0.0767437,-0.0769047,-0.0770451,-0.0770961,-0.0770429,-0.0770103,-0.0770891,-0.0770905,-0.0770898,-0.0771332,-0.0771095,-0.0770778,-0.0770572,-0.0770422,-0.0770211,-0.0769963,-0.076987,-0.0769745,-0.0769622,-0.0769594,-0.076951,-0.0769448,-0.0769378,-0.0769326,-0.0769295,-0.0769271,-0.0769257,-0.0769247,-0.0769239,-0.0769239
12060,-0.158242,0.00333312,0.00512944,0.0302991,0.0390376,0.0600762,0.354865,0.0789052,0.13809,0.0858959,0.0329262,0.00498718,0.0403444,0.00665838,0.00131936,0.0244882,0.00138753,0.00269934,0.0112374,0.0058727,0.00816124,0.0105239,0.00955848,0.0118671,0.0119733,0.00787018,0.0113363,0.00927968,0.0087068,0.00787265,0.00538247,0.0034522,0.00299333,0.00155162,0.000680726,0,-0.158243,-0.158101,-0.157756,-0.157698,-0.157721,-0.157637,-0.157681,-0.157713,-0.157758,-0.157796,-0.157807,-0.15786,-0.157872,-0.157891,-0.157932,-0.157959,-0.15799,-0.158024,-0.158054,-0.158086,-0.158116,-0.158137,-0.158163,-0.158183,-0.158201,-0.158216,-0.158226,-0.158233,-0.158238,-0.158241,-0.158242,-0.158242
12065,-0.201525,0.00318443,0.0053547,0.0308477,0.0412963,0.0694407,0.400038,0.0756011,0.123487,0.137169,0.0209131,0.00104693,0.0324206,0.000215624,0.00192284,0.00999596,0.000690359,0.00190559,0.0113478,0.00459078,0.0108657,0.0083429,0.00728496,0.00863011,0.00644705,0.00444354,0.00430442,0.00455723,0.00325204,0.0035368,0.00253917,0.0018305,0.00098965,0.000599473,0.000294899,0,-0.201525,-0.201465,-0.201454,-0.201345,-0.201202,-0.201359,-0.201358,-0.201371,-0.201285,-0.201288,-0.20128,-0.201282,-0.201284,-0.201297,-0.201333,-0.201352,-0.201385,-0.20141,-0.201431,-0.20145,-0.201466,-0.201479,-0.201488,-0.201499,-0.201506,-0.201512,-0.201517,-0.201521,-0.201523,-0.201524,-0.201525,-0.201525
12070,-0.199082,0.00320029,0.00572661,0.0308568,0.0401058,0.0717657,0.386696,0.0745854,0.128737,0.122703,0.0204305,0.00208592,0.0298659,0.00573195,0.0053324,0.0268118,0.00778118,0.0060459,0.00239421,0.00428199,0.00334944,0.00329532,0.00792666,0.00880044,0.00867438,0.00451355,0.00665011,0.00539958,0.00367483,0.00377224,0.00311691,0.00253586,0.00139868,0.000887713,0.000649272,0,-0.199082,-0.199157,-0.199501,-0.199637,-0.199833,-0.199651,-0.199642,-0.199615,-0.199656,-0.199616,-0.199584,-0.199512,-0.199466,-0.199431,-0.199405,-0.199372,-0.199346,-0.199319,-0.199281,-0.199244,-0.19921,-0.199186,-0.199161,-0.19914,-0.199124,-0.19911,-0.1991,-0.199092,-0.199087,-0.199084,-0.199082,-0.199082
12075,-0.148175,0.00333958,0.00588252,0.031005,0.0436797,0.07694,0.405527,0.0769991,0.140452,0.123662,0.0167211,0.00110239,0.0448879,0.000550672,0.000316352,0.024959,0.00444426,0.00482258,0.00153264,0.00277378,0.00493722,0.00335599,0.00281285,0.00179246,0.00155792,0.0040965,0.00163595,0.00256321,0.00288427,0.00186557,0.00144652,0.000712606,0.000599052,0.000314493,5.46465e-005,0,-0.148174,-0.148326,-0.148425,-0.148428,-0.148289,-0.148475,-0.148481,-0.148495,-0.148525,-0.148532,-0.148537,-0.148461,-0.148431,-0.148415,-0.148398,-0.148372,-0.148341,-0.148316,-0.148295,-0.148277,-0.148263,-0.148242,-0.148228,-0.148215,-0.148201,-0.148192,-0.148184,-0.14818,-0.148177,-0.148175,-0.148175,-0.148175
12080,-0.0625425,0.0032939,0.00592339,0.0313738,0.0390789,0.0702752,0.372219,0.0633207,0.125079,0.0992946,0.00917687,0.00227239,0.0164894,0.010069,0.0120488,0.00346078,0.00437759,0.0164501,0.0113672,0.00795039,0.00854038,0.00719585,0.0152084,0.0138333,0.013737,0.0163137,0.0121025,0.0108133,0.0120958,0.00941937,0.00747284,0.00446338,0.00331755,0.00194534,0.000611983,0,-0.0625429,-0.0626468,-0.0623279,-0.0621905,-0.062187,-0.0620168,-0.0620108,-0.062025,-0.0619563,-0.0620009,-0.0620511,-0.062042,-0.0620706,-0.0621248,-0.0621662,-0.0622013,-0.0622363,-0.0622666,-0.0623089,-0.0623466,-0.0623816,-0.062417,-0.062445,-0.0624689,-0.0624917,-0.0625093,-0.0625229,-0.0625316,-0.0625377,-0.0625412,-0.0625425,-0.0625425
12085,0.0355706,0.00330174,0.00637482,0.031485,0.0436204,0.0842198,0.415959,0.0783392,0.135807,0.131853,0.00897016,0.00515828,0.0434044,0.00417672,0.00484094,0.0193209,0.00338715,0.00214746,0.00255103,0.00265067,0.000602149,0.00240633,0.0014224,0.00131866,0.000559428,0.00136341,0.00101841,0.00045126,0.00188613,0.00110715,0.000597061,0.000333669,0.000339249,0.000151634,3.655e-005,0,0.0355707,0.0356056,0.0357917,0.0357022,0.0355578,0.0353881,0.0353566,0.035385,0.035348,0.0353788,0.0353958,0.0354349,0.0354596,0.0354459,0.0354651,0.0354842,0.0354923,0.0355046,0.0355163,0.0355265,0.0355325,0.0355387,0.0355459,0.0355498,0.0355577,0.0355625,0.0355658,0.0355679,0.0355696,0.0355705,0.0355706,0.0355706
12090,0.127359,0.00332399,0.00642751,0.0314721,0.0446168,0.0862742,0.422439,0.0782464,0.139748,0.141699,0.00592417,0.00303834,0.0442991,0.00445279,0.00445607,0.013759,0.00175193,0.00462955,0.000427561,0.00049827,1.87987e-005,0.00183294,7.82995e-005,0.000260407,7.50363e-006,0.000534664,3.94575e-005,5.03421e-005,0.000438846,0.000323275,3.73456e-005,9.50128e-006,2.11183e-005,3.04511e-006,8.42172e-005,0,0.127359,0.127505,0.127236,0.127148,0.127346,0.127482,0.12751,0.12748,0.12742,0.127421,0.127449,0.127435,0.127449,0.127421,0.127422,0.127415,0.127412,0.127394,0.127389,0.127382,0.127378,0.127379,0.127375,0.127372,0.127366,0.127363,0.127361,0.12736,0.127359,0.127359,0.127359,0.127359
12095,0.188364,0.00313754,0.00663022,0.0312941,0.0418044,0.0883408,0.416961,0.0703767,0.1112,0.150632,0.00249498,0.00393555,0.0577138,0.00318009,0.00791121,0.013915,0.00443363,0.000196691,0.000760581,0.00186195,0.0025722,0.00188553,0.00189984,0.00426267,0.00169259,0.00063536,0.00173481,0.00207604,0.00242712,0.00217292,0.00120994,0.000792965,0.000398319,0.000280899,0.000240529,0,0.188364,0.188503,0.188249,0.188387,0.188273,0.18817,0.188148,0.188174,0.188288,0.188259,0.18828,0.188257,0.188282,0.18827,0.188273,0.188283,0.188294,0.1883,0.188308,0.188322,0.188329,0.188331,0.188337,0.188344,0.18835,0.188356,0.188359,0.188361,0.188363,0.188363,0.188364,0.188364
12100,0.204159,0.00312217,0.00705554,0.0310928,0.0427384,0.0965811,0.42562,0.0775894,0.107118,0.147178,0.00343486,0.00160862,0.0400874,0.0131286,0.0024105,0.0154261,0.00318447,0.00399833,0.0032073,0.00130423,0.00466605,0.00031683,0.000732524,0.00327407,0.00062733,0.000541338,0.000840986,0.000848969,0.000894716,0.00160429,0.000254278,0.000363324,0.000145991,0.000104644,0.0001697,0,0.204159,0.204169,0.204373,0.20436,0.204345,0.204378,0.204405,0.204393,0.204365,0.204352,0.204329,0.204267,0.204279,0.204248,0.204229,0.204225,0.204201,0.204197,0.204191,0.204186,0.204181,0.20418,0.204175,0.204171,0.204168,0.204164,0.204162,0.204161,0.20416,0.20416,0.204159,0.204159
12105,0.173298,0.00325884,0.00675306,0.0308582,0.044717,0.0926638,0.423428,0.0688512,0.116464,0.149565,0.000101281,0.00404462,0.0454047,0.00999751,0.00671856,0.00984805,0.0012532,0.00563481,0.00237122,0.000147744,0.00698131,0.00255745,0.00133893,0.00163285,0.000852667,0.000378492,0.00130543,0.000692974,0.000895219,0.00125358,0.000279421,0.000253014,0.000103952,0.000108423,0.000155628,0,0.173298,0.17317,0.173476,0.173356,0.173499,0.173508,0.173501,0.173477,0.173383,0.173427,0.173386,0.173336,0.173345,0.173326,0.173311,0.173306,0.173295,0.173302,0.173301,0.173299,0.1733,0.173299,0.173302,0.173301,0.173299,0.1733,0.173299,0.173299,0.173298,0.173298,0.173298,0.173298
12110,0.100445,0.00322004,0.00693425,0.0314188,0.040613,0.0874585,0.396271,0.0559063,0.103567,0.150631,0.000511263,0.00713452,0.0645894,0.0145992,0.00569914,0.00825289,0.0077507,0.00249045,0.00224656,0.00153141,0.0105303,0.00675584,0.00578826,0.00465615,0.00257376,0.00260712,0.00231703,0.00406769,0.00352236,0.00260983,0.00223769,0.00137424,0.00100063,0.000592527,0.000113033,0,0.100445,0.100284,0.10016,0.10026,0.100084,0.100013,0.100023,0.100061,0.100177,0.100205,0.100207,0.100191,0.100228,0.100235,0.100249,0.100261,0.100295,0.10032,0.100343,0.100362,0.100375,0.100387,0.100397,0.10041,0.100421,0.100429,0.100435,0.10044,0.100443,0.100444,0.100445,0.100445
12115,0.00573823,0.00323175,0.00680783,0.0309983,0.0432277,0.0910612,0.414631,0.0562962,0.108354,0.168591,0.000546113,0.00370562,0.055989,0.0118331,0.0101022,0.0118575,0.00456084,0.00378481,0.00145881,0.000246037,0.0039341,0.000509729,0.000874367,0.00140969,0.00137296,0.00246391,0.000744986,0.000281346,0.000325253,0.000772427,0.000302597,0.000322554,0.000144499,0.000128492,0.000167883,0,0.00573836,0.00567667,0.00533733,0.00538691,0.00549588,0.00561712,0.00562589,0.00559607,0.00561908,0.00556734,0.00559756,0.00559553,0.00562333,0.00562917,0.00564393,0.00564928,0.00567076,0.00566774,0.00567621,0.00568799,0.00569882,0.00571223,0.00571896,0.00572267,0.00572613,0.00573073,0.00573328,0.00573551,0.00573672,0.00573759,0.00573823,0.00573823
12120,-0.0905818,0.00330434,0.00726777,0.0306618,0.0441657,0.0971407,0.409825,0.0541284,0.104864,0.164856,0.000182028,0.00923511,0.0566588,0.0151592,0.0125795,0.0135679,0.00342234,0.0064438,0.00107952,0.000684491,0.000397128,0.000922377,0.000560636,0.000260984,0.000185499,0.000333635,0.000819982,0.000629343,0.000754985,0.000415249,0.00028571,0.000166342,0.00019391,2.28199e-005,5.88049e-005,0,-0.0905817,-0.0904896,-0.090453,-0.0905779,-0.0905535,-0.0907187,-0.0907201,-0.0906858,-0.0907952,-0.0908059,-0.0907509,-0.0907252,-0.0906969,-0.0906849,-0.0906683,-0.0906564,-0.0906481,-0.090645,-0.0906346,-0.090627,-0.0906206,-0.0906169,-0.0906082,-0.0906008,-0.0905944,-0.0905903,-0.0905868,-0.0905845,-0.0905827,-0.0905821,-0.0905818,-0.0905818
12125,-0.165775,0.00318382,0.00724516,0.0293142,0.0351873,0.0800729,0.323978,0.0370523,0.0978078,0.120316,0.00143956,0.00790147,0.0352794,0.00276768,0.00940014,0.00417823,0.00416966,0.0117662,0.0143682,0.0145858,0.016114,0.0164691,0.0198803,0.0177279,0.0199128,0.0208474,0.0190529,0.016662,0.0158029,0.0117982,0.0098319,0.0065802,0.00485975,0.00278041,0.00140957,0,-0.165776,-0.165606,-0.165265,-0.165244,-0.165399,-0.165218,-0.165224,-0.165247,-0.165197,-0.165173,-0.165198,-0.165206,-0.165232,-0.16527,-0.165319,-0.165366,-0.165413,-0.165458,-0.165506,-0.165547,-0.165589,-0.165628,-0.165663,-0.165692,-0.165717,-0.165737,-0.165752,-0.165762,-0.165769,-0.165774,-0.165775,-0.165775
12130,-0.201671,0.00307716,0.00756551,0.0307956,0.0394099,0.0968932,0.394406,0.0376211,0.080516,0.186823,0.0038372,0.00744353,0.0632346,0.0150347,0.00988385,0.00541321,0.000250846,0.00268649,0.0055666,0.00437705,0.00649274,0.00209029,0.00546911,0.00654298,0.00482826,0.00250278,0.00338098,0.00377943,0.00283258,0.00309883,0.00185133,0.00182516,0.00112868,0.000602287,0.000176455,0,-0.201671,-0.201563,-0.201514,-0.201428,-0.201276,-0.201505,-0.201522,-0.201549,-0.201509,-0.201495,-0.201532,-0.201492,-0.201482,-0.201485,-0.201507,-0.201526,-0.201548,-0.201558,-0.201577,-0.201597,-0.201613,-0.201621,-0.201632,-0.201642,-0.20165,-0.201657,-0.201662,-0.201666,-0.201669,-0.20167,-0.201671,-0.201671
12135,-0.191025,0.00310327,0.00726277,0.0299659,0.0415856,0.0973253,0.401561,0.034951,0.0871093,0.177436,0.00549759,0.00989768,0.0512989,0.0129815,0.00124882,0.0186505,0.0082962,0.00931533,0.00108423,0.00265951,0.000245209,0.00533549,0.00448231,0.00466439,0.0044061,0.00181797,0.00235087,0.00380867,0.00286819,0.00356846,0.00215204,0.00175607,0.000954453,0.00058447,0.000106695,0,-0.191025,-0.191072,-0.191402,-0.191486,-0.191567,-0.191346,-0.191331,-0.191281,-0.19139,-0.191432,-0.191442,-0.191382,-0.191335,-0.191292,-0.191272,-0.191247,-0.191235,-0.191203,-0.191174,-0.191148,-0.191123,-0.191108,-0.191091,-0.191074,-0.19106,-0.191048,-0.191039,-0.191032,-0.191028,-0.191026,-0.191025,-0.191025
12140,-0.135226,0.00325902,0.0075645,0.0299315,0.0403301,0.0936102,0.3704,0.0331673,0.0817204,0.150158,0.0102762,0.00507405,0.0754578,0.0197737,0.00761028,0.0145366,0.0141051,0.0126808,0.00208298,0.00820903,0.00532515,0.00352222,0.00364813,0.0044811,0.00777046,0.00752887,0.00816911,0.00459298,0.00458662,0.00346926,0.00257961,0.00206583,0.00156297,0.000841768,0.000663976,0,-0.135226,-0.135388,-0.135518,-0.135531,-0.135566,-0.135757,-0.135752,-0.135786,-0.135712,-0.13573,-0.135712,-0.135664,-0.135606,-0.135551,-0.135527,-0.135486,-0.13546,-0.135435,-0.13541,-0.135384,-0.135353,-0.135325,-0.135299,-0.13528,-0.135264,-0.135251,-0.135242,-0.135235,-0.13523,-0.135227,-0.135226,-0.135226
12145,-0.046616,0.00324765,0.00758213,0.0294385,0.0381482,0.0890625,0.345796,0.0233737,0.0762272,0.132051,0.0162336,0.00430379,0.042023,0.0117973,0.00337267,0.0148877,0.00188847,0.00457723,0.0156747,0.00810795,0.00893604,0.0226147,0.0130011,0.0155926,0.021318,0.0158261,0.0181834,0.0144139,0.0117486,0.00923348,0.00795026,0.00602961,0.0040897,0.0022367,0.00130102,0,-0.0466164,-0.0467635,-0.046471,-0.0463865,-0.0462511,-0.0461,-0.0461202,-0.0461162,-0.046067,-0.046034,-0.046044,-0.04609,-0.0461063,-0.0461337,-0.0461875,-0.0462229,-0.0462588,-0.0463149,-0.0463547,-0.0463955,-0.0464402,-0.0464751,-0.0465101,-0.0465383,-0.0465611,-0.0465789,-0.0465931,-0.0466034,-0.0466103,-0.0466141,-0.046616,-0.046616
12150,0.0499736,0.00317202,0.00758708,0.0302297,0.0422646,0.101092,0.402786,0.0270524,0.0830923,0.176362,0.0161135,0.00860605,0.0718013,0.0259171,0.00779776,0.00869925,0.00704248,0.00527506,0.00274046,0.00252916,0.00303412,0.0026399,0.000397125,0.000203931,0.000950803,0.000240114,0.000759261,0.000785361,0.000583678,0.000454037,0.000234889,0.000293893,8.64814e-005,3.85512e-005,0.000127169,0,0.0499736,0.0499651,0.0501749,0.0501304,0.0499829,0.0498513,0.0498671,0.0498722,0.0497441,0.0497861,0.0498248,0.0498135,0.0498495,0.049875,0.0498926,0.0499024,0.0499212,0.0499369,0.0499417,0.0499442,0.0499519,0.0499519,0.0499565,0.0499618,0.0499659,0.0499683,0.0499702,0.0499721,0.0499728,0.0499732,0.0499736,0.0499736
12155,0.136746,0.00321767,0.0076871,0.029321,0.0426714,0.101943,0.388844,0.0260524,0.0869665,0.180706,0.0198173,0.00778373,0.0810754,0.0219067,0.0068151,0.00646333,0.00724079,0.00655252,0.00274099,0.000907255,0.00126021,0.00184302,0.0014513,0.000733307,0.000663121,0.00206339,0.00105964,0.000430767,0.000210037,0.00072653,0.000385554,0.000240943,0.000302528,7.93422e-005,6.37067e-005,0,0.136746,0.136883,0.136646,0.13659,0.136663,0.136738,0.136713,0.136692,0.136722,0.136659,0.136661,0.136626,0.13666,0.136684,0.136701,0.136689,0.136696,0.136706,0.136715,0.136719,0.136723,0.136732,0.136737,0.136739,0.136739,0.136742,0.136743,0.136744,0.136746,0.136746,0.136746,0.136746
12160,0.191548,0.00307021,0.00774857,0.0292537,0.0415903,0.104965,0.396282,0.017477,0.0822758,0.183431,0.0266,0.00928323,0.0868734,0.0210788,0.0077956,0.0102986,0.00429601,0.00218518,0.000526449,0.00315441,3.07145e-005,2.47932e-005,0.000277313,0.000285969,0.000241774,0.000105411,0.000287346,0.000113645,9.52912e-005,0.000159851,7.42401e-005,8.42178e-005,4.5043e-005,7.86962e-006,5.40611e-005,0,0.191548,0.191718,0.191452,0.191518,0.191582,0.191552,0.191594,0.191632,0.19175,0.191699,0.191658,0.191607,0.19163,0.191636,0.191635,0.191614,0.19161,0.191605,0.191595,0.191586,0.19158,0.191572,0.191565,0.19156,0.191558,0.191555,0.191552,0.191551,0.19155,0.191549,0.191548,0.191548
12165,0.199439,0.00303644,0.00786617,0.0295504,0.0402217,0.104198,0.391435,0.0178306,0.0783478,0.177725,0.0224683,0.00459027,0.075951,0.0298935,0.00326554,0.00807142,0.0104159,0.00579535,0.00242603,0.00314524,0.00203768,0.00190943,0.00204867,0.00302885,0.0025511,0.00180602,0.00307131,0.00243861,0.000512297,0.00207261,0.000972788,0.000707989,0.000470041,0.000291645,0.000299858,0,0.199439,0.1995,0.199672,0.199671,0.199528,0.199485,0.199432,0.199395,0.199276,0.199337,0.199325,0.199291,0.199331,0.199348,0.199352,0.199366,0.19937,0.199374,0.199382,0.199393,0.199402,0.199408,0.199418,0.199425,0.199427,0.199432,0.199435,0.199437,0.199438,0.199439,0.199439,0.199439
12170,0.163063,0.00315972,0.00727474,0.0284425,0.041024,0.0944509,0.369281,0.0172044,0.0860531,0.155218,0.034895,0.00329596,0.0735098,0.0219927,0.00210642,0.0103455,0.00129242,0.00332022,0.0101509,0.0022285,0.0144057,0.0123382,0.00370658,0.00780428,0.00629264,0.00332321,0.0067993,0.00511568,0.00292508,0.00353783,0.00234109,0.00217546,0.00153572,0.000745488,0.000584446,0,0.163062,0.162963,0.163269,0.163209,0.163347,0.163423,0.163494,0.163517,0.163473,0.163507,0.163489,0.163442,0.163446,0.163416,0.163371,0.163347,0.163297,0.163256,0.163231,0.1632,0.163174,0.163154,0.163131,0.163113,0.163099,0.163087,0.163078,0.163071,0.163066,0.163064,0.163063,0.163063
12175,0.086526,0.00316824,0.00757085,0.0288092,0.0395363,0.0944762,0.359509,0.0124425,0.0844232,0.15224,0.0311698,0.00813654,0.0915073,0.0197242,0.0129955,0.00921056,0.0181894,0.00395689,0.00285749,0.00312989,0.00408125,0.00815035,0.0030032,0.00771807,0.0063146,0.00367012,0.00565939,0.00450732,0.00247904,0.00388544,0.00237374,0.00162966,0.00160335,0.000858286,0.000562101,0,0.0865262,0.0863523,0.0862607,0.0863122,0.0862676,0.0861343,0.0860498,0.0860319,0.0861824,0.0861476,0.0862014,0.0862203,0.0862799,0.0862988,0.0863163,0.0863303,0.0863464,0.0863766,0.0863927,0.086419,0.0864409,0.0864559,0.0864735,0.0864877,0.0864968,0.0865071,0.0865141,0.0865189,0.0865227,0.0865249,0.086526,0.086526
12180,-0.00838893,0.00311043,0.00728207,0.0282428,0.0407571,0.0954197,0.370075,0.0119424,0.0889215,0.176605,0.0443689,0.0118758,0.0657985,0.0195395,0.00660226,0.010145,0.0125188,0.00149354,0.00436117,0.000250135,0.00724669,0.00441731,0.00419582,0.00159944,0.00290846,0.00415727,0.00313134,0.00233925,0.00373638,0.00161006,0.00149474,0.00133093,0.000679459,0.000347781,0.000130126,0,-0.00838878,-0.0084973,-0.00882706,-0.00881307,-0.00889021,-0.00871148,-0.00860326,-0.0086016,-0.00867007,-0.00871694,-0.00868421,-0.0086573,-0.00860663,-0.0086012,-0.00857598,-0.00857293,-0.00854131,-0.00851796,-0.00849577,-0.00848271,-0.00846665,-0.00844895,-0.00843499,-0.00842375,-0.00841117,-0.00840467,-0.00839858,-0.00839377,-0.008391,-0.00838952,-0.00838893,-0.00838893
12185,-0.100753,0.00312637,0.00744039,0.028503,0.0420072,0.0999721,0.382978,0.00968337,0.0908439,0.17835,0.0398351,0.0119738,0.0906404,0.0248921,0.00348123,0.00953321,0.00510477,0.00191207,0.00156622,0.00283323,0.0017065,0.000231165,3.94558e-005,0.00030627,7.4016e-005,0.00146243,5.29645e-006,5.79738e-005,0.000168278,0.000156883,5.29852e-005,1.22535e-005,2.73592e-005,3.58865e-005,5.66164e-005,0,-0.100753,-0.100708,-0.100699,-0.100751,-0.100596,-0.100804,-0.100905,-0.100862,-0.100924,-0.100881,-0.100888,-0.10085,-0.100816,-0.10083,-0.100812,-0.100806,-0.100789,-0.100784,-0.100783,-0.100774,-0.100769,-0.100766,-0.100763,-0.10076,-0.100759,-0.100756,-0.100755,-0.100754,-0.100754,-0.100753,-0.100753,-0.100753
12190,-0.170357,0.00306759,0.00727113,0.0268483,0.0338568,0.0802509,0.296322,0.00475987,0.0948645,0.12026,0.0234454,0.0241609,0.0341514,0.00594669,0.0212728,0.00105057,0.00352974,0.0239786,0.00992013,0.00898731,0.0170827,0.0244785,0.0157144,0.0218434,0.0216501,0.0241468,0.0180259,0.0181224,0.0129577,0.0140374,0.00966233,0.00688812,0.00460915,0.00293312,0.00109014,0,-0.170357,-0.170198,-0.169873,-0.169859,-0.170016,-0.169815,-0.169726,-0.169809,-0.169705,-0.169685,-0.169757,-0.169768,-0.169789,-0.169857,-0.169897,-0.169932,-0.16998,-0.170036,-0.170078,-0.170125,-0.170168,-0.17021,-0.170244,-0.170274,-0.170297,-0.170318,-0.170333,-0.170344,-0.170351,-0.170355,-0.170357,-0.170357
12195,-0.200293,0.00300054,0.00750748,0.028176,0.0401723,0.100513,0.37723,0.0053601,0.0990683,0.181649,0.0428518,0.0200907,0.0813167,0.017202,0.00789019,0.00650429,0.00358418,0.00517061,0.00156061,0.00226941,0.000698683,0.0021778,0.00264271,0.000260099,0.000197525,2.16828e-005,0.000369194,0.000140471,0.000486102,0.000175394,0.000151584,8.67857e-005,4.27376e-005,1.63377e-005,9.93677e-005,0,-0.200293,-0.200149,-0.200078,-0.200061,-0.200031,-0.20025,-0.200349,-0.200276,-0.200325,-0.20035,-0.200356,-0.200315,-0.200284,-0.200308,-0.200303,-0.200289,-0.20029,-0.2003,-0.200307,-0.200306,-0.200305,-0.200299,-0.200299,-0.200296,-0.200296,-0.200294,-0.200294,-0.200293,-0.200293,-0.200293,-0.200293,-0.200293
