C_time,R_time,ET1,ET2,ET3,norm_E1,norm_E2,norm_E3,norm_E4,norm_E5,norm_E6,norm_E7,norm_E8,norm_E9,norm_E10,norm_E11,norm_E12,norm_E13,norm_E14,norm_E15,norm_E16,norm_E17,norm_E18,norm_E19,norm_E20,norm_E21,norm_E22,norm_E23,norm_E24,norm_E25,norm_E26,norm_E27,norm_E28,norm_E29,norm_E30,norm_E31,norm_E32,RK_t1,RK_t2,RK_t3,RK_t4,RK_t5,RK_t6,RK_t7,RK_t8,RK_t9,RK_t10,RK_t11,RK_t12,RK_t13,RK_t14,RK_t15,RK_t16,RK_t17,RK_t18,RK_t19,RK_t20,RK_t21,RK_t22,RK_t23,RK_t24,RK_t25,RK_t26,RK_t27,RK_t28,RK_t29,RK_t30,RK_t31,RK_t32
5595,-0.482685,0.0238996,0.00703672,0.00359061,0.305448,0.0899327,0.0458898,0.0310714,0.0215334,0.0153712,0.00354944,0.171766,0.130573,0.0232261,0.00149803,0.0011896,0.00518379,0.00994422,0.0106106,0.0134699,0.0223839,0.0140893,0.0114266,0.010561,0.009778,0.00726532,0.00892023,0.00792324,0.00818792,0.00618858,0.00520538,0.00366458,0.00213116,0.00139064,0.000627029,0,-0.482685,-0.482523,-0.482472,-0.482503,-0.482572,-0.482631,-0.482614,-0.482495,-0.482491,-0.482488,-0.482466,-0.482448,-0.482445,-0.482457,-0.482474,-0.482503,-0.482544,-0.482571,-0.482592,-0.482609,-0.482624,-0.482634,-0.482645,-0.482654,-0.482663,-0.48267,-0.482676,-0.48268,-0.482682,-0.482684,-0.482685,-0.482685
5600,-0.564031,0.0238281,0.00731711,0.00318077,0.332561,0.102122,0.044393,0.0245282,0.0205128,0.0160032,0.0105842,0.230136,0.133646,0.0335523,0.0161387,0.00734596,0.0038172,0.00142021,0.000343851,0.00207045,0.00687351,0.0042514,0.0035918,0.00129251,0.000574795,0.000394886,0.00101351,0.000687967,0.000719003,0.000545318,0.000341443,0.000227969,0.000119382,0.000125326,6.59234e-005,0,-0.564031,-0.563973,-0.564062,-0.56412,-0.564076,-0.564007,-0.564043,-0.56426,-0.564421,-0.564485,-0.564473,-0.564427,-0.564385,-0.564358,-0.564333,-0.5643,-0.56426,-0.564218,-0.564182,-0.564156,-0.564133,-0.564114,-0.564094,-0.564077,-0.564063,-0.564052,-0.564044,-0.564038,-0.564034,-0.564032,-0.564031,-0.564031
5605,-0.514457,0.0237274,0.00710574,0.00353703,0.312016,0.0934405,0.046512,0.0247863,0.0132101,0.0197257,0.00961984,0.201131,0.113639,0.0417109,0.0266682,0.0107194,0.000409083,0.00600559,0.00641923,0.00216168,0.00200366,0.0116237,0.012089,0.00869031,0.00472001,0.00652821,0.00588607,0.00505564,0.00391482,0.00403945,0.00305301,0.00205547,0.00113291,0.000680437,0.000353214,0,-0.514457,-0.514556,-0.514632,-0.514558,-0.514548,-0.514617,-0.514564,-0.514339,-0.514236,-0.514291,-0.514348,-0.514344,-0.514336,-0.514353,-0.514366,-0.514367,-0.514367,-0.514389,-0.514409,-0.514418,-0.514422,-0.51443,-0.514437,-0.514442,-0.514446,-0.514451,-0.514454,-0.514455,-0.514456,-0.514457,-0.514457,-0.514457
5610,-0.350957,0.0238823,0.00724815,0.00310328,0.323804,0.098273,0.0420754,0.0286351,0.0165822,0.0159678,0.0135954,0.231424,0.138344,0.0463701,0.0195104,0.00288184,0.00311597,0.00320346,0.000283315,0.00624388,0.00244666,0.00118832,0.000451818,0.00159311,0.000904164,0.000474334,0.00074604,0.000382021,0.00030928,0.00065921,0.000270826,6.96442e-005,0.000120634,3.73708e-005,3.6198e-005,0,-0.350957,-0.351127,-0.351052,-0.351039,-0.351095,-0.351026,-0.351082,-0.351207,-0.351108,-0.351019,-0.351057,-0.351055,-0.351029,-0.351033,-0.351026,-0.351025,-0.351028,-0.351026,-0.351009,-0.350999,-0.350995,-0.350984,-0.350977,-0.350972,-0.350967,-0.350963,-0.350961,-0.350959,-0.350958,-0.350957,-0.350957,-0.350957
5615,-0.111538,0.0230754,0.00728267,0.00322849,0.310689,0.0980542,0.0434685,0.0257127,0.0200215,0.0149939,0.0148049,0.236654,0.143692,0.051674,0.0125968,0.0062021,0.00342103,0.000448761,0.00162417,0.0013189,0.00534998,0.00354559,0.000164189,0.00144286,0.000683864,0.000279449,0.000918996,0.000459798,0.0005887,0.000331164,0.000353413,0.000211668,0.000163737,6.80934e-005,6.27609e-005,0,-0.111538,-0.111637,-0.111538,-0.111622,-0.111548,-0.111601,-0.111537,-0.111551,-0.111737,-0.111676,-0.111657,-0.111673,-0.111644,-0.111649,-0.111636,-0.111646,-0.111629,-0.111605,-0.111597,-0.111586,-0.111577,-0.111571,-0.111563,-0.111557,-0.111551,-0.111546,-0.111543,-0.111541,-0.111539,-0.111538,-0.111538,-0.111538
5620,0.150229,0.0228778,0.00697542,0.00329642,0.307291,0.0936927,0.0442769,0.0243923,0.0195717,0.0155156,0.0155371,0.246638,0.152741,0.044704,0.0130019,0.00706487,0.0010296,0.00261275,2.17663e-005,0.00340502,0.00234324,0.00271805,5.1708e-005,0.00140497,0.000107082,0.000310856,0.000308166,0.00032694,0.000157275,0.000331839,0.000203075,7.2361e-005,0.000111599,2.07888e-005,3.56206e-005,0,0.150229,0.150281,0.150238,0.150275,0.150231,0.150268,0.150205,0.150356,0.150443,0.150348,0.150396,0.150353,0.150363,0.150336,0.15033,0.150306,0.150314,0.150295,0.15029,0.150277,0.15027,0.150261,0.150254,0.150247,0.150242,0.150238,0.150234,0.150232,0.15023,0.15023,0.150229,0.150229
5625,0.374575,0.0219996,0.00662213,0.00292377,0.300138,0.0903452,0.0398888,0.0250619,0.0199232,0.0166245,0.0299198,0.263383,0.140719,0.0254213,0.012501,0.000655189,0.00409971,0.00064072,0.00145701,0.00636718,0.00396221,0.00327671,0.00146108,0.00258145,0.00130225,0.00265357,0.00134056,0.00160101,0.00132469,0.00111607,0.000882054,0.000609827,0.000401618,0.00019245,0.000148225,0,0.374575,0.374732,0.37463,0.374679,0.374682,0.374647,0.374722,0.374468,0.37457,0.374529,0.374562,0.374541,0.374558,0.37455,0.374553,0.374566,0.374557,0.374561,0.37456,0.374563,0.374563,0.374568,0.374569,0.374571,0.374572,0.374573,0.374574,0.374574,0.374575,0.374575,0.374575,0.374575
5630,0.509597,0.0213614,0.00672247,0.00321434,0.296478,0.0933022,0.0446123,0.0251584,0.0195508,0.0144865,0.0463117,0.299242,0.100647,0.0291609,0.0126288,0.00279248,0.00200028,0.000722847,0.000347891,0.00319232,0.00320246,0.00220238,0.00182394,0.000208679,0.000497471,5.72528e-005,0.000350558,0.000201292,0.000146614,0.00024972,0.000185677,6.33751e-005,0.000107929,5.30985e-005,1.45349e-005,0,0.509597,0.509716,0.509742,0.509658,0.509703,0.50972,0.50964,0.509884,0.509726,0.509763,0.509761,0.509731,0.509735,0.50972,0.509708,0.509709,0.50968,0.509668,0.50966,0.509648,0.50964,0.509628,0.509622,0.509615,0.509609,0.509605,0.509602,0.5096,0.509598,0.509597,0.509597,0.509597
5635,0.525215,0.0212932,0.00681884,0.00319766,0.278681,0.0892437,0.0418504,0.0248808,0.0172161,0.0139448,0.0621259,0.274892,0.102783,0.0385957,0.00643432,0.00355304,0.00495495,0.00244879,0.00331924,0.00217034,0.00937552,0.000438069,0.00444238,0.0037171,0.00212876,0.00265329,0.00195326,0.00253004,0.0014526,0.00132202,0.00118429,0.000755601,0.000521385,0.000315041,0.000116323,0,0.525215,0.525192,0.525303,0.525312,0.525239,0.525238,0.525296,0.52517,0.525174,0.525249,0.525212,0.5252,0.525215,0.525216,0.525221,0.525205,0.525222,0.525205,0.52521,0.525213,0.525213,0.525214,0.525214,0.525215,0.525215,0.525215,0.525215,0.525215,0.525215,0.525215,0.525215,0.525215
5640,0.42169,0.0213231,0.00666182,0.00320084,0.278265,0.0869361,0.0417706,0.0260816,0.0202445,0.0150313,0.063743,0.278628,0.110563,0.0280982,0.00679228,0.00504664,0.00464148,0.00294649,0.00411747,0.00149284,0.00462773,0.00620703,0.00094141,0.00139973,0.0021923,0.0021084,0.00198133,0.00146138,0.000907207,0.00138858,0.000996959,0.000573649,0.000447093,0.000208717,0.000159891,0,0.42169,0.421545,0.421546,0.421623,0.421685,0.421668,0.421634,0.421584,0.42173,0.421693,0.421647,0.421651,0.421669,0.421676,0.421688,0.421665,0.421672,0.421685,0.421681,0.421681,0.421683,0.421685,0.421687,0.421688,0.421687,0.421689,0.421689,0.42169,0.42169,0.42169,0.42169,0.42169
5645,0.224873,0.0210619,0.00663717,0.00311376,0.267957,0.0844403,0.0396143,0.0235721,0.0184799,0.0176282,0.0679769,0.288264,0.0882946,0.0211068,0.0113206,0.00829358,0.00660895,0.00495157,0.00623822,0.00896269,0.000487612,0.00500572,0.00438552,0.00480415,0.00383527,0.00300644,0.00279533,0.00281244,0.00235022,0.00234088,0.00170584,0.00128336,0.000773169,0.000519019,0.00018572,0,0.224873,0.224728,0.224618,0.224559,0.224546,0.224586,0.224604,0.224812,0.224697,0.22463,0.224635,0.224666,0.224697,0.224719,0.224745,0.224762,0.224762,0.224779,0.224794,0.22481,0.224823,0.224833,0.224841,0.22485,0.224856,0.224862,0.224866,0.22487,0.224872,0.224873,0.224873,0.224873
5650,-0.0194184,0.0206239,0.00651264,0.00308773,0.266626,0.0841953,0.0399181,0.0237029,0.0175229,0.0136119,0.0685803,0.263414,0.102974,0.036862,0.0169248,0.00838595,0.00564564,0.00428908,0.00419939,0.0130076,0.00710552,0.00200477,0.00192019,0.00151096,0.00213315,0.0030553,0.00279709,0.00178749,0.00195902,0.00183651,0.00150884,0.00109886,0.000805216,0.00038783,0.000228979,0,-0.0194182,-0.0194423,-0.0194754,-0.019513,-0.0195502,-0.0195964,-0.0195812,-0.0198445,-0.0198646,-0.019813,-0.0197571,-0.0197143,-0.0196798,-0.0196509,-0.0196252,-0.019579,-0.0195504,-0.019534,-0.0195189,-0.0195058,-0.0194914,-0.0194758,-0.0194618,-0.0194517,-0.0194424,-0.0194347,-0.0194284,-0.0194239,-0.0194208,-0.0194192,-0.0194184,-0.0194184
5655,-0.255707,0.0202389,0.00625563,0.0027695,0.222267,0.0687004,0.0304151,0.0158148,0.0101779,0.00683657,0.073495,0.189453,0.045276,0.00775109,0.00384806,0.00656278,0.0102244,0.0149923,0.0249929,0.0152888,0.0141287,0.0215717,0.0206269,0.0249184,0.0259406,0.0277619,0.0261493,0.0224404,0.0192707,0.0161152,0.0128871,0.00963019,0.00675361,0.0038696,0.00183893,0,-0.255708,-0.255595,-0.2555,-0.255425,-0.255367,-0.255326,-0.255379,-0.255164,-0.255053,-0.255026,-0.255038,-0.25507,-0.255112,-0.255161,-0.255225,-0.255268,-0.255309,-0.255359,-0.255405,-0.255452,-0.255498,-0.255542,-0.255581,-0.255614,-0.255641,-0.255663,-0.25568,-0.255692,-0.2557,-0.255705,-0.255707,-0.255707
5660,-0.432132,0.0192414,0.00618235,0.00345446,0.262962,0.0844909,0.0472102,0.0316801,0.0219182,0.0141156,0.110654,0.281809,0.0660165,0.0121968,0.00230555,0.00122131,0.00265648,0.00236292,0.00784754,0.0139627,0.0123805,0.00701407,0.00480747,0.00237556,0.00176923,0.001105,0.00120549,0.00135835,0.00114873,0.00138515,0.000787296,0.000506563,0.000397852,0.000200091,0.000149375,0,-0.432132,-0.43198,-0.431928,-0.431953,-0.43202,-0.432075,-0.432007,-0.432117,-0.432194,-0.4322,-0.432178,-0.432151,-0.43213,-0.432122,-0.432136,-0.432149,-0.432159,-0.432168,-0.432169,-0.432166,-0.432162,-0.432157,-0.432152,-0.432146,-0.432142,-0.432138,-0.432136,-0.432134,-0.432133,-0.432132,-0.432132,-0.432132
5665,-0.505421,0.0191526,0.00613942,0.00292784,0.262865,0.0842621,0.040184,0.0279311,0.0256451,0.0114791,0.146309,0.271124,0.0548186,0.0210316,0.0104116,0.00581732,0.00262904,0.000610544,0.00583658,0.00645966,0.00625551,0.00713654,0.00267085,0.00108928,0.000662172,0.00060877,0.000948684,0.00097962,0.000755078,0.000655498,0.000327461,0.000180801,0.000164047,7.47627e-005,7.60338e-005,0,-0.505421,-0.505367,-0.505455,-0.505517,-0.505478,-0.505417,-0.505519,-0.505576,-0.505636,-0.505694,-0.5057,-0.505668,-0.505632,-0.50561,-0.50561,-0.505609,-0.505599,-0.505575,-0.50555,-0.505527,-0.505509,-0.505491,-0.505474,-0.50546,-0.505448,-0.505438,-0.505431,-0.505427,-0.505424,-0.505422,-0.505421,-0.505421
5670,-0.46113,0.0191906,0.00648026,0.00309235,0.24308,0.082083,0.0391696,0.0205651,0.0220247,0.0142901,0.140862,0.214704,0.0464469,0.0286839,0.0194009,0.0049079,0.00207416,0.00703648,0.0116629,0.0053506,0.0035158,0.00529009,0.0111228,0.0114286,0.00943414,0.0112495,0.0110707,0.00854993,0.0071272,0.0057522,0.00496584,0.00357016,0.00234896,0.00144375,0.000788244,0,-0.46113,-0.461222,-0.461297,-0.461226,-0.461213,-0.461272,-0.46113,-0.460929,-0.46082,-0.460838,-0.460894,-0.460911,-0.460914,-0.460935,-0.460962,-0.460972,-0.46098,-0.460988,-0.461009,-0.46103,-0.461047,-0.461065,-0.461082,-0.461095,-0.461105,-0.461113,-0.46112,-0.461124,-0.461127,-0.461129,-0.46113,-0.46113
5675,-0.314506,0.0191807,0.00616269,0.00318265,0.255231,0.0820046,0.0423504,0.0257926,0.0186271,0.0126055,0.168808,0.24088,0.0701687,0.0275347,0.0053618,0.00185885,0.00494831,0.00112368,0.00808727,0.0113613,0.0030606,0.0014336,0.00255725,0.00210076,0.00181075,0.00269832,0.00228097,0.00141704,0.00178566,0.00134967,0.00106251,0.000701961,0.000498791,0.000317745,0.000180327,0,-0.314506,-0.314662,-0.314588,-0.314569,-0.314627,-0.314571,-0.314741,-0.314986,-0.314987,-0.314899,-0.314897,-0.314884,-0.314843,-0.314819,-0.314778,-0.314726,-0.314702,-0.314679,-0.314651,-0.314628,-0.314606,-0.314584,-0.314565,-0.314551,-0.314537,-0.314527,-0.314519,-0.314513,-0.314509,-0.314507,-0.314506,-0.314506
5680,-0.097872,0.0187537,0.00630762,0.0029639,0.246968,0.083065,0.0390315,0.027094,0.0184459,0.0115377,0.174344,0.240594,0.072794,0.0251836,0.00279308,0.00671066,0.000126141,0.00232919,0.000408223,0.00637388,0.00916345,0.00242706,0.00515607,0.00366986,0.00305794,0.00360056,0.00305145,0.00329936,0.00268776,0.00179383,0.00172338,0.00106057,0.000754345,0.000515369,0.000240366,0,-0.0978721,-0.0979643,-0.0978711,-0.0979588,-0.0978877,-0.0979318,-0.0977361,-0.0975445,-0.0976616,-0.0976636,-0.0976563,-0.0976871,-0.0976862,-0.0977032,-0.097696,-0.0977133,-0.0977436,-0.0977577,-0.0977791,-0.0977935,-0.097807,-0.0978209,-0.0978326,-0.0978437,-0.0978523,-0.0978587,-0.097864,-0.0978674,-0.0978699,-0.0978713,-0.097872,-0.097872
5685,0.137218,0.0186369,0.00602062,0.00312816,0.245832,0.0794155,0.0412622,0.0242092,0.0201037,0.0106706,0.180579,0.255385,0.0759231,0.0138738,0.0092391,0.000288158,0.00459314,0.0012352,0.009446,0.00209724,0.00555052,0.00125499,0.0023818,0.00298304,0.00176125,0.0019585,0.00233726,0.00241718,0.00124852,0.00146164,0.000791387,0.000778464,0.000509392,0.000289819,0.000123391,0,0.137219,0.137269,0.137227,0.137266,0.137227,0.137255,0.137042,0.136977,0.137097,0.137036,0.137079,0.137069,0.137095,0.137105,0.137134,0.137119,0.137141,0.137143,0.137154,0.137165,0.137174,0.137183,0.137192,0.1372,0.137205,0.13721,0.137213,0.137215,0.137217,0.137218,0.137218,0.137218
5690,0.339517,0.0178503,0.00571193,0.00289915,0.243425,0.0778935,0.0395356,0.0230354,0.0239265,0.011212,0.230534,0.254547,0.0585562,0.0104863,0.0037528,0.00185073,0.000911608,0.000939175,0.00452582,0.00804448,0.00105115,0.00389568,9.73248e-005,0.000546279,0.00010434,6.62448e-005,0.000300734,0.000167795,0.00025727,3.53475e-005,0.000128237,4.9374e-005,6.39146e-005,2.96339e-005,3.05932e-005,0,0.339517,0.339662,0.339561,0.33961,0.339606,0.339577,0.339816,0.339718,0.339716,0.339696,0.339702,0.339674,0.339677,0.339666,0.339652,0.339621,0.339618,0.3396,0.339592,0.339579,0.339567,0.339559,0.339548,0.339541,0.339533,0.339528,0.339524,0.339521,0.339519,0.339518,0.339517,0.339517
5695,0.459807,0.0173705,0.00584578,0.00302132,0.238461,0.0802506,0.0414764,0.023703,0.0205182,0.00925658,0.259588,0.236579,0.0309653,0.0168716,0.00405172,0.00102319,0.00357004,0.00338472,0.00369002,0.00624512,0.000259503,0.00713375,0.000928063,0.0019176,0.00161263,0.00120125,0.00126893,0.00160368,0.00115791,0.00105547,0.000799874,0.000597716,0.000509316,0.000211606,0.000107151,0,0.459807,0.459919,0.459944,0.459864,0.459913,0.459935,0.459668,0.459875,0.459782,0.459825,0.45982,0.459807,0.459819,0.459829,0.459803,0.459816,0.459803,0.459817,0.459813,0.459813,0.459812,0.459809,0.459808,0.459808,0.459808,0.459808,0.459808,0.459807,0.459808,0.459807,0.459807,0.459807
5700,0.472656,0.0173097,0.00583971,0.00296746,0.237703,0.0801929,0.0407502,0.0256219,0.0195169,0.00488946,0.303685,0.196801,0.0457837,0.0162671,0.00296875,0.00100985,0.00239565,0.0028777,0.00365791,0.00412069,0.00393014,0.00115187,0.000860598,0.000825523,0.000668611,0.00102474,0.000925768,0.000747188,0.000320376,0.000501734,0.000296836,0.00020531,0.000118534,9.25026e-005,8.85476e-005,0,0.472656,0.472634,0.472741,0.472747,0.472671,0.472656,0.472924,0.4727,0.472737,0.472765,0.472736,0.472722,0.472729,0.472737,0.472703,0.472706,0.472702,0.472695,0.472689,0.472684,0.472678,0.472673,0.472671,0.472667,0.472663,0.472661,0.472659,0.472657,0.472656,0.472656,0.472656,0.472656
5705,0.377158,0.0173874,0.00572089,0.00300598,0.227973,0.0750089,0.0394126,0.0243041,0.0216309,0.00434317,0.286375,0.205288,0.0518726,0.00846603,0.00151223,0.00285728,0.00468452,0.00532174,0.00768468,0.00234641,0.00734878,0.00140488,0.00293727,0.00205119,0.00289168,0.0031096,0.00281151,0.00163432,0.00188836,0.00145361,0.00120838,0.000984777,0.000742039,0.000321635,0.000130853,0,0.377158,0.377023,0.377025,0.377101,0.377164,0.377168,0.376912,0.377049,0.377123,0.377091,0.37707,0.377074,0.377093,0.377111,0.37711,0.377098,0.377118,0.377119,0.377126,0.377129,0.377135,0.37714,0.377146,0.377148,0.377151,0.377153,0.377154,0.377156,0.377157,0.377157,0.377158,0.377158
5710,0.197811,0.0172877,0.00570884,0.00288883,0.224894,0.0742658,0.0375805,0.0217405,0.0184673,0.00425495,0.318696,0.200417,0.0348572,0.00820097,0.00387899,0.00358317,0.00453717,0.00460246,0.0146119,0.00118439,0.00183526,0.000913572,0.00302611,0.00358511,0.00232507,0.00231389,0.00204017,0.00157019,0.00195116,0.00156347,0.00134718,0.000763681,0.000543565,0.000272046,0.000177475,0,0.197811,0.197677,0.197571,0.197515,0.197502,0.197512,0.197754,0.197764,0.197671,0.197639,0.197645,0.197662,0.197687,0.197706,0.197737,0.197726,0.197732,0.197736,0.197748,0.197762,0.197771,0.197779,0.197786,0.197791,0.197797,0.197802,0.197806,0.197808,0.197809,0.19781,0.197811,0.197811
5715,-0.0239781,0.0169406,0.00560618,0.00284976,0.218435,0.0722872,0.0367453,0.021022,0.0169154,0.00319121,0.298409,0.187073,0.0471758,0.0167206,0.00772105,0.00614793,0.00558466,0.0061228,0.0185083,0.00738014,0.00150254,0.00340429,0.00149971,0.00225601,0.00319577,0.00350142,0.00255823,0.00328723,0.0024725,0.00224337,0.00169459,0.00139253,0.000838164,0.000530387,0.0001843,0,-0.023978,-0.0239987,-0.0240298,-0.0240648,-0.0241005,-0.0241099,-0.0243138,-0.0244387,-0.0244076,-0.0243584,-0.02432,-0.0242849,-0.0242502,-0.0242246,-0.0241669,-0.0241406,-0.0241259,-0.0241064,-0.0240923,-0.0240764,-0.0240588,-0.0240417,-0.0240288,-0.0240153,-0.0240047,-0.0239957,-0.023989,-0.0239839,-0.0239808,-0.0239789,-0.0239781,-0.0239781
5720,-0.237046,0.0165582,0.00531004,0.00249332,0.180169,0.0577782,0.0271297,0.0134305,0.010034,0.00304316,0.248323,0.112659,0.0157726,0.00373666,0.00371436,0.00622792,0.0105626,0.0229312,0.00782775,0.0113705,0.0216494,0.0174479,0.0265397,0.0277766,0.0285431,0.0283816,0.0233393,0.0220979,0.0190132,0.0158087,0.0126859,0.00999982,0.0065044,0.00381399,0.0016888,0,-0.237047,-0.236941,-0.236851,-0.236782,-0.236725,-0.236723,-0.236563,-0.236383,-0.236343,-0.236352,-0.236378,-0.236412,-0.236455,-0.236516,-0.236545,-0.236584,-0.236638,-0.236682,-0.236736,-0.236788,-0.236837,-0.236882,-0.236919,-0.236952,-0.23698,-0.237002,-0.237019,-0.237031,-0.23704,-0.237044,-0.237046,-0.237046
5725,-0.395194,0.015862,0.00531797,0.00299041,0.219469,0.07358,0.0413757,0.0243652,0.0186201,0.00873434,0.381543,0.158072,0.0226295,0.00442136,0.00362824,0.00275889,0.00123241,0.0101138,0.0139166,0.00571893,0.00210872,0.00343281,0.000723051,0.000497604,0.000679162,0.00033354,0.000518682,0.000452425,0.000326547,0.000172125,0.00018772,0.00019678,0.000114492,6.11308e-005,1.53967e-005,0,-0.395194,-0.395053,-0.395002,-0.395025,-0.395089,-0.395106,-0.395244,-0.395424,-0.395475,-0.395468,-0.395436,-0.395401,-0.395379,-0.395378,-0.395359,-0.395339,-0.395328,-0.395312,-0.395295,-0.39528,-0.395264,-0.395249,-0.395235,-0.395224,-0.395215,-0.395208,-0.395202,-0.395198,-0.395196,-0.395194,-0.395194,-0.395194
5730,-0.458151,0.0157134,0.00509479,0.00256158,0.212991,0.0690584,0.0347215,0.0273252,0.0231223,0.00814623,0.37771,0.116622,0.0231969,0.0121272,0.0120428,0.00635988,0.0019393,0.0104159,0.0107391,0.00871237,0.0104983,0.00549937,0.00310726,0.00326236,0.00465221,0.00347163,0.00405471,0.00305049,0.00223482,0.00143052,0.00121971,0.00105372,0.000662997,0.00041338,0.000158501,0,-0.458151,-0.458103,-0.458187,-0.458247,-0.458213,-0.458188,-0.458095,-0.458011,-0.458047,-0.458088,-0.458095,-0.458076,-0.45807,-0.458099,-0.458127,-0.458145,-0.458155,-0.45816,-0.458157,-0.458155,-0.458156,-0.458155,-0.458156,-0.458155,-0.458154,-0.458153,-0.458152,-0.458152,-0.458151,-0.458151,-0.458151,-0.458151
5735,-0.415363,0.0158932,0.00559132,0.00256545,0.216908,0.0763096,0.0350129,0.0188382,0.026085,0.010747,0.398926,0.112176,0.0300985,0.0151861,0.00610059,0.000159933,0.001924,0.0177103,0.0124159,0.00140091,8.37393e-005,0.00258298,0.00236552,0.00158329,0.00211863,0.0039982,0.00203793,0.00136807,0.00111084,0.000839981,0.000735391,0.000443159,0.000441894,0.000219513,7.204e-005,0,-0.415363,-0.415448,-0.415517,-0.415447,-0.415429,-0.415458,-0.415487,-0.415432,-0.41534,-0.415342,-0.415367,-0.415353,-0.415345,-0.41538,-0.415411,-0.415411,-0.415395,-0.415394,-0.415391,-0.415387,-0.41538,-0.415377,-0.415374,-0.415372,-0.41537,-0.415368,-0.415366,-0.415365,-0.415364,-0.415363,-0.415363,-0.415363
5740,-0.278732,0.0156798,0.00525067,0.00289609,0.211785,0.0709201,0.0391171,0.019568,0.0212667,0.01299,0.411761,0.118498,0.0347436,0.0100355,0.001491,0.00532195,0.00074342,0.00710964,0.0110683,0.00651618,0.00259898,0.00270523,0.00276636,0.00102517,0.00144533,0.00264418,0.000986788,0.000455628,0.000790861,0.000538504,0.000310498,0.000294791,0.000360897,0.00010278,3.76686e-005,0,-0.278731,-0.278876,-0.278807,-0.278794,-0.27885,-0.278803,-0.278826,-0.278969,-0.278991,-0.278936,-0.278943,-0.278931,-0.278913,-0.278938,-0.278939,-0.278904,-0.278875,-0.278858,-0.278835,-0.278817,-0.278802,-0.278785,-0.278771,-0.278762,-0.278753,-0.278745,-0.27874,-0.278737,-0.278734,-0.278732,-0.278732,-0.278732
5745,-0.0801671,0.0157584,0.00511888,0.00279688,0.211792,0.0687977,0.03759,0.0217208,0.0179632,0.0146161,0.409887,0.12261,0.0373989,0.00465115,0.00691719,0.00329793,0.00130886,0.0146081,0.00390672,0.00423326,0.00295018,0.000477778,0.00377065,0.00177778,0.00252305,0.00195593,0.000851164,0.00104175,0.000955656,0.000603858,0.000721489,0.000431847,0.000382539,0.000188183,6.87651e-005,0,-0.0801673,-0.0802504,-0.0801634,-0.0802415,-0.0801697,-0.0802267,-0.0801445,-0.0799665,-0.0800293,-0.0800245,-0.0800244,-0.0800473,-0.0800544,-0.0801035,-0.0801016,-0.0800976,-0.0801094,-0.0801059,-0.0801167,-0.0801268,-0.0801357,-0.0801441,-0.080149,-0.0801531,-0.0801575,-0.0801604,-0.080163,-0.0801647,-0.0801662,-0.0801669,-0.0801671,-0.0801671
5750,0.13392,0.0152872,0.00530036,0.00251817,0.203447,0.070539,0.0335127,0.0229414,0.0165469,0.0178128,0.414523,0.124707,0.0329709,0.00559438,0.00717544,0.00140341,0.00123372,0.0087231,0.0158548,0.00114902,0.00246188,0.00224877,0.00197401,0.00272963,0.00300206,0.00133525,0.00165698,0.00168233,0.00116461,0.00131885,0.000769301,0.000660303,0.000453368,0.000288658,0.000120392,0,0.133921,0.133969,0.133929,0.133969,0.133925,0.133993,0.133865,0.133729,0.133816,0.133781,0.133818,0.133802,0.133813,0.133789,0.133831,0.133832,0.133844,0.133855,0.133861,0.133873,0.133884,0.133891,0.133897,0.133903,0.133908,0.133912,0.133915,0.133918,0.133919,0.13392,0.13392,0.13392
5755,0.316154,0.0149626,0.00479624,0.00242038,0.202549,0.0649267,0.0327647,0.0223887,0.0203204,0.0284482,0.449468,0.118426,0.0178658,0.00772919,0.00332844,0.00358429,0.0015691,0.0110743,0.00823272,0.00227362,0.00181036,0.000989587,0.000319271,0.00023,0.000438804,0.00019924,0.000561613,7.01658e-005,0.000210143,1.17518e-005,7.93616e-005,7.17423e-005,7.13611e-006,3.30671e-005,1.84836e-005,0,0.316153,0.316288,0.316195,0.316234,0.316238,0.316147,0.316329,0.316363,0.316351,0.316324,0.316342,0.316308,0.316299,0.316263,0.316284,0.316254,0.316243,0.316222,0.316212,0.316203,0.316191,0.316187,0.316178,0.316172,0.316166,0.316162,0.316159,0.316156,0.316155,0.316154,0.316154,0.316154
5760,0.422218,0.0144447,0.00487837,0.00273942,0.193649,0.0654005,0.0367253,0.0185127,0.0184687,0.048841,0.445201,0.0913103,0.0124487,0.0106705,0.00688005,0.000422726,0.00193696,0.0167752,0.00776034,0.00458077,1.15931e-005,0.00230298,0.0025733,0.00164591,0.00315122,0.00109883,0.00254184,0.00177381,0.00166704,0.00122911,0.000917954,0.000597889,0.000478009,0.000274504,0.000151785,0,0.422218,0.422319,0.422344,0.42227,0.42231,0.422417,0.42218,0.422251,0.422189,0.42222,0.422222,0.422207,0.422209,0.422201,0.422211,0.422216,0.422202,0.422204,0.422206,0.422206,0.422211,0.42221,0.422213,0.422214,0.422216,0.422217,0.422217,0.422217,0.422218,0.422218,0.422218,0.422218
